cod producto,linea,rubro,descripcion,pcio_lista,unidad,imagen,,
178240,SANITARIOS,REJAS PARA PISO,REJA DESAGUE HIERRO S/MARCO 10 X 46 Ctm.,3473.42,(C/U),178240,,
178241,SANITARIOS,REJAS PARA PISO,REJA DESAGUE HIERRO C/MARCO 10 x 46 Ctm.,6027.64,(C/U),178240,,
178250,SANITARIOS,REJAS PARA PISO,CAJA VEREDA PLASTICA PARA AGUA,13512.38,(C/U),178250,,
178300,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M  8 X 8 EMBUDO PULIDA,3362.78,(C/U),178300,,
178301,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M  8 X 8 EMBUDO CROMO,3347.56,(C/U),178300,,
178310,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 10 X 10 CAJA DE PLOMO PULIDA,5082629,(C/U),178310,,
178311,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 10 X 10 CAJA DE PLOMO CROMO,4248.62,(C/U),178310,,
178312,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 12 X 12 CAJA DE PLOMO PULIDA,4009.06,(C/U),178310,,
178313,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 12 X 12 CAJA DE PLOMO CROMO,4607.64,(C/U),178310,,
178317,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 10 X 10 SIMPLE PULIDA,1529.18,(C/U),178317,,
178318,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 10 X 10 SIMPLE CROMO,518.8,(C/U),178318,,
178319,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 12 X 12 SIMPLE PULIDA,1733.64,(C/U),178317,,
178321,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 15 X 15 SIMPLE PULIDA,2207.94,(C/U),178317,,
178322,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 15 X 15 SIMPLE CROMO,5565.28,(C/U),178318,,
178323,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 20 X 20 SIMPLE PULIDA,3974.3,(C/U),178318,,
178324,SANITARIOS,REJAS PARA PISO,REJA BRONCE C/M 20 X 20 SIMPLE CROMO,4013.88,(C/U),178318,,
178400,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 9X9 PULIDA,2178.42,(C/U),178400,,
178401,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 10X10 PULIDA,2283.66,(C/U),178400,,
178402,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 12X12 PULIDA,2773.8,(C/U),178400,,
178403,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 15X15 PULIDA,4607.64,(C/U),178400,,
178404,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 20X20 PULIDA,6223.86,(C/U),178400,,
178410,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 9X9 NIQUEL,2932.56,(C/U),178410,,
178411,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 10X10 NIQUEL,3107.96,(C/U),178410,,
178412,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 12X12 NIQUEL,4017.5,(C/U),178410,,
178413,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 15X15 NIQUEL,5152.06,(C/U),178410,,
178414,SANITARIOS,REJAS PARA PISO,REJA BRONCE SIN MARCO 20X20 NIQUEL,6701.3,(C/U),178410,,
178500,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M  9 X 9 EMBUDO,7358647,(C/U),178500,,
178501,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 10 x 10 ECO,389.92,(C/U),178500,,
178502,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 12 X 12 ECO,429.36,(C/U),178500,,
178503,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 15 X 15 ECO,556.4,(C/U),178500,,
178504,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 20 X 20 ECO,635.28,(C/U),178500,,
178505,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 10 x 10,768.1,(C/U),178505,,
178506,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 12 x 12,808.38,(C/U),178505,,
178507,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 15 x 15,943.2,(C/U),178510,,
178508,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 20 x 20,1564.2,(C/U),178505,,
178509,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 15 x 15 ESTAMPADA,333.96,(C/U),,,
178510,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 10 X 10 C/PLOMO,820.22,(C/U),178500,,
178511,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 12 X 12 C/PLOMO,2686.78,(C/U),178500,,
178512,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 15 X 15 C/PLOMO,1054.44,(C/U),178500,,
178513,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE C/M 20 X 20 C/PLOMO,8077.86,(C/U),178500,,
178520,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE GIRATORIA 10 x 10,1482.9,(C/U),,,
178522,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE GIRATORIA 12 x 12,1782.38,(C/U),,,
178525,SANITARIOS,REJAS PARA PISO,REJA ACERO INOXIDABLE GIRATORIA 15 x 15,2084.72,(C/U),,,
178540,SANITARIOS,REJAS PARA PISO,REJA DESAGUE GALVANIZADA C/M 10 X 50 Ctm.,1699.74,(C/U),172245,,
178550,SANITARIOS,REJAS PARA PISO,REJA ALUMINIO C/M 10 x 10,515.12,(C/U),178550,,
178551,SANITARIOS,REJAS PARA PISO,REJA ALUMINIO C/M 12 x 12,1439.26,(C/U),178550,,
178552,SANITARIOS,REJAS PARA PISO,REJA ALUMINIO C/M 15 x 15,2257.28,(C/U),178550,,
178553,SANITARIOS,REJAS PARA PISO,REJA ALUMINIO C/M 20 x 20,1963.24,(C/U),178550,,
178600,SANITARIOS,REJAS PARA PISO,REJA PLASTICA 10 X 10 PARA PISO,207.8,(C/U),178600,,
178601,SANITARIOS,REJAS PARA PISO,REJA PLASTICA 15 X 15 PARA PISO,282.06,(C/U),178600,,
178602,SANITARIOS,REJAS PARA PISO,REJA PLASTICA 20 X 20 PARA PISO,402.26,(C/U),178600,,
178700,SANITARIOS,REJAS PARA PISO,REJA PROTECCION ANTI INSECTO  8 x 8 PLASTICA,295.1,(C/U),178700,,
178701,SANITARIOS,REJAS PARA PISO,REJA PROTECCION ANTI INSECTO 10 x 10 PLASTICA,315.16,(C/U),178700,,
178702,SANITARIOS,REJAS PARA PISO,REJA PROTECCION ANTI INSECTO 15 x 15 PLASTICA,338.86,(C/U),178700,,
178703,SANITARIOS,REJAS PARA PISO,REJA PROTECCION ANTI INSECTO 20 x 20 PLASTICA,369.66,(C/U),178700,,
179100,SANITARIOS,REPUESTOS TIPO FERRUM,BUJE FERRUM PARA MANIJA ESTRIADA,48.72,(C/U),179100,,
179110,SANITARIOS,REPUESTOS TIPO FERRUM,BUJE FERRUM PARA MANIJA CUADRADA,45.3,(C/U),179110,,
179120,SANITARIOS,REPUESTOS TIPO FERRUM,BUJE FERRUM PARA PALANCA PLASTICA DE FIJACION,74.2,(C/U),179120,,
179130,SANITARIOS,REPUESTOS TIPO FERRUM,BUJE FERRUM ROSCADO VERONA,62.56,(C/U),179130,,
179140,SANITARIOS,REPUESTOS TIPO FERRUM,CONJUNTO FENIX BRONCE ASIENTO Y TORNILLO,708045,(C/U),179140,,
179141,SANITARIOS,REPUESTOS TIPO FERRUM,CONJUNTO FENIX PLASTICO ASIENTO Y TORNILLO,236015,(C/U),179141,,
179142,SANITARIOS,REPUESTOS TIPO FERRUM,CONJUNTO FENIX PLAST.LEGITIMO FERRUM VTC05,1725.26,(C/U),179141,,
179150,SANITARIOS,REPUESTOS TIPO FERRUM,CONJUNTO PUENTE-PERILLA-TIRADOR-BUJE-TIRA,385.86,(C/U),179150,,
179160,SANITARIOS,REPUESTOS TIPO FERRUM,MANIJA FERRUM ESTRIADA METAL CROMO,1789.24,(C/U),179160,,
179161,SANITARIOS,REPUESTOS TIPO FERRUM,MANIJA FERRUM CUADRADA METAL CROMO,1789.24,(C/U),179161,,
179162,SANITARIOS,REPUESTOS TIPO FERRUM,MANIJA FERRUM ESTRIADA PLASTICA CROMO,355.96,(C/U),179160,,
179163,SANITARIOS,REPUESTOS TIPO FERRUM,MANIJA FERRUM CUADRADA PLASTICA CROMO,356.2,(C/U),179161,,
179164,SANITARIOS,REPUESTOS TIPO FERRUM,MANIJA FERRUM ESTRIADA PLASTICA BLANCA,172.36,(C/U),179160,,
179165,SANITARIOS,REPUESTOS TIPO FERRUM,MANIJA FERRUM CUADRADA PLASTICA BLANCA,172.36,(C/U),179161,,
179170,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM ACERO P/MANIJA CUADRADA,306.06,(C/U),179170,,
179180,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM PLASTICA SOLA,98.38,(C/U),179180,,
179190,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM PLASTICA C/BUJE Y TORNILLO,237.62,(C/U),179190,,
179200,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM ANDINA PLASTICA BLANCA,276.98,(C/U),179200,,
179201,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM ANDINA PLASTICA CROMADA,554.4,(C/U),179200,,
179202,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM ANDINA PLASTICA LEGIT (VIP19),552.6,(C/U),179200,,
179203,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM ANDINA BRONCE REFORZADA,4723.12,(C/U),179203,,
179204,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM ANDINA METALICA IMPORTADA,1592.06,(C/U),179203,,
179205,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM ANDINA BRONCE REGULABLE,2917.48,(C/U),179205,,
179210,SANITARIOS,REPUESTOS TIPO FERRUM,PALANCA FERRUM PLASTICA MAYO,444.1,(C/U),179210,,
179220,SANITARIOS,REPUESTOS TIPO FERRUM,PUENTE FERRUM CORTO,54.8,(C/U),179220,,
179230,SANITARIOS,REPUESTOS TIPO FERRUM,PUENTE FERRUM LARGO,65.06,(C/U),179230,,
179240,SANITARIOS,REPUESTOS TIPO FERRUM,PUENTE FERRUM VERONA,846822,(C/U),179240,,
179250,SANITARIOS,REPUESTOS TIPO FERRUM,TORNILLO FENIX LARGO BRONCE,417.34,(C/U),179250,,
179260,SANITARIOS,REPUESTOS TIPO FERRUM,TORNILLO FENIX BRONCE 3/8' GRUESO,581.84,(C/U),179260,,
179270,SANITARIOS,REPUESTOS TIPO FERRUM,TORNILLO FENIX PLASTICO (JUEGO),1715865,( PAR ),179270,,
179280,SANITARIOS,REPUESTOS TIPO FERRUM,TORNILLO PALANCA FERRUM C/TUERCA 5/32X45,43.86,(C/U),179280,,
180100,SANITARIOS,REPUESTOS TIPO IDEAL,CAPUCHON PLASTICO PARA FLOTANTE,98.96,(C/U),180100,,
180110,SANITARIOS,REPUESTOS TIPO IDEAL,CADENA CON MANGO P/DEPOSITO DE COLGAR,676.12,(C/U),180110,,
180111,SANITARIOS,REPUESTOS TIPO IDEAL,CADENA CON MANGO P/DEPOSITO DE COLGAR PLASTICA,692.8,(C/U),180111,,
180120,SANITARIOS,REPUESTOS TIPO IDEAL,CLAVIJA IDEAL PARA FLOTANTE,16.54,(C/U),180120,,
180130,SANITARIOS,REPUESTOS TIPO IDEAL,FLOTANTE DEPOSITO IDEAL PLASTICO A CODO,535.3,(C/U),180130,,
180140,SANITARIOS,REPUESTOS TIPO IDEAL,FLOTANTE DEPOSITO IDEAL PLASTICO DEP. CADENA,1414.76,(C/U),180140,,
180150,SANITARIOS,REPUESTOS TIPO IDEAL,PISTON IDEAL PLASTICO PARA FLOTANTE A CODO,74.9,(C/U),180150,,
180160,SANITARIOS,REPUESTOS TIPO IDEAL,TIRADOR PARA MOCHILA IDEAL,268,(C/U),180160,,
181100,SANITARIOS,REPUESTOS TIPO BROOKLIN,TUERCA BROOKLIN PARTIDA PLASTICA FLOTANTE,110772,(C/U),181100,,
181110,SANITARIOS,REPUESTOS TIPO BROOKLIN,PISTON BROOKLIN P/FLOTANTE INTERCAMBIABLE,71.6,(C/U),181110,,
182100,SANITARIOS,REPUESTOS TIPO FLU - MAX,VALVULA ADMISION FLUMAX SILENCIOSA,602,(C/U),182100,,
182110,SANITARIOS,REPUESTOS TIPO FLU - MAX,FLOTANTE DEPOSITO FLUMAX INTERCAM. H A CODO,5796.18,(C/U),182110,,
182120,SANITARIOS,REPUESTOS TIPO FLU - MAX,FLOTANTE DEPOSITO FLUMAX INTERCAM. M A CODO,9804.68,(C/U),182120,,
182130,SANITARIOS,REPUESTOS TIPO FLU - MAX,FLOTANTE DEPOSITO FLUMAX INTERCAM. M CENTRO,730.48,(C/U),182130,,
184100,SANITARIOS,SIFONES PARA PILETAS,SIFON SIMPLE GOMA,956.38,(C/U),184100,,
184101,SANITARIOS,SIFONES PARA PILETAS,SIFON SIMPLE GOMA FUELLE 25 Cm,981,(C/U),148101,,
184105,SANITARIOS,SIFONES PARA PILETAS,SIFON SIMPLE GOMA CAF,1107.26,(C/U),184100,,
184110,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE GOMA,1817.92,(C/U),184110,,
184112,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE GOMA FUELLE 25 Ctm.,1700.4,(C/U),,,
184115,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE GOMA CAF,2432.12,(C/U),184110,,
184120,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE GOMA A CODO,1559.8,(C/U),184120,,
184125,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE GOMA DOBLE CUERPO,1144.5,(C/U),184227,,
184130,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE GOMA A CODO 'REPUESTO',999.86,(C/U),184130,,
184140,SANITARIOS,SIFONES PARA PILETAS,SIFON SIMPLE GOMA CRUPIER,2758.74,(C/U),184140,,
184150,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE PVC A CODO REPUESTO TAPA A ROSCA,925.92,(C/U),184210,,
184160,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE GOMA CRUPIER,4167.34,(C/U),184160,,
184180,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE GOMA A CODO REPUESTO CRUPIER,2729.46,(C/U),184180,,
184200,SANITARIOS,SIFONES PARA PILETAS,SIFON SIMPLE PVC TAPA A ROSCA,831.92,(C/U),184200,,
184201,SANITARIOS,SIFONES PARA PILETAS,SIFON SIMPLE PVC TAPA CON MARIPOSA,1207.1,(C/U),184201,,
184220,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE PVC TAPA A ROSCA,1467.54,(C/U),184220,,
184223,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE PVC A CODO TAPA A ROSCA,1457.72,(C/U),184223,,
184230,SANITARIOS,SIFONES PARA PILETAS,SIFON SIMPLE TIPO AP,456.32,(C/U),184230,,
184232,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE TIPO AP,3871325,(C/U),184232,,
184240,SANITARIOS,SIFONES PARA PILETAS,SIFON SIMPLE PVC CIRINO,1421.46,(C/U),184240,,
184250,SANITARIOS,SIFONES PARA PILETAS,SIFON DOBLE PVC CIRINO,2446.02,(C/U),184250,,
184260,SANITARIOS,SIFONES PARA PILETAS,SIFON TRIPLE PVC CIRINO,8229.22,(C/U),184260,,
184500,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON ALARGUE 16 Cm. DE GOMA,300.34,(C/U),184500,,
184501,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON ALARGUE 22 Cm. DE GOMA,565.64,(C/U),184500,,
184502,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON ALARGUE 25 Cm. DE GOMA,329.54,(C/U),184500,,
184503,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON ALARGUE 13 Cm. IMPORTADO,106.3,(C/U),184500,,
184510,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON CODO DE GOMA,217.36,(C/U),184510,,
184511,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON CODO DE GOMA LARGO,219.02,(C/U),184510,,
184520,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON TAPA METALICA COMPLETA,184.42,(C/U),184520,,
184530,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON TAPA PLASTICA COMPLETA,0.0001,(C/U),184530,,
184540,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON TEE DE PLASTICO,187.96,(C/U),184540,,
184551,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON ABRAZADERA METALICA,89.22,(C/U),184551,,
184552,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON ABRAZADERA PLASTICA,45.2,(C/U),184552,,
184560,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON FUELLE DE PVC CIRINO,561.2,(C/U),184560,,
184570,SANITARIOS,SIFONES PARA PILETAS,REPUESTO SIFON REDUCCION CIRINO,350.54,(C/U),184570,,
185100,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE A CODO,7382.02,(C/U),185100,,
185110,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE A CODO ACOPLE PVC,4783.84,(C/U),185110,,
185120,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE A CODO DESBORDE BAÑERA,8434.5,(C/U),185120,,
185130,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE RECTA ACOPLE PVC,5564.56,(C/U),185130,,
185140,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE 1.1/2' ROSCA LARGA CROMO,3822.78,(C/U),185140,,
185141,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE  2' ROSCA LARGA CROMO,3909.72,(C/U),185140,,
185150,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE 7/8' ROSCA LARGA,6776.82,(C/U),185150,,
185160,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE CON ROSCA Y TORNILLO CROMO,5714.44,(C/U),185160,,
185170,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE 1.1/2' ACOPLE PVC.,2611.12,(C/U),185170,,
185180,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE 1.1/2',1155.94,(C/U),185180,,
185190,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE  2',1541.78,(C/U),185190,,
185200,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA BRONCE AMERICANA,4689.12,(C/U),185200,,
185500,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA 50 mm. REJA ACERO,237.82,(C/U),185500,,
185510,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA 50 mm. 'LUJO',414.58,(C/U),185510,,
185515,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA 50 ADAPTADOR ROS/INT ENCH/EXTE.,173.8,(C/U),185515,,
185520,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA 40 mm. REJA ACERO,236.14,(C/U),185520,,
185530,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA 40 mm. 'LUJO',390.5,(C/U),185530,,
185535,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA 40 mm. C/TUERCA Y ADAPTADOR PVC,610.9,(C/U),185535,,
185540,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA 50 mm. A CODO,274.68,(C/U),185540,,
185550,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA AMERICANA REJA ACERO,786.74,(C/U),185550,,
185560,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA TIPO YOHNSON C/ROSCA 1.1/2,965.78,(C/U),185560,,
185570,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA 40 mm. CON ROSCA 1.1/4,435.3,(C/U),185570,,
185580,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA 50 mm. CON ROSCA 1.1/2,5418805,(C/U),185580,,
185590,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA ESCURRIDOR ARIEL,1066.1,(C/U),185590,,
185591,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA PLASTICA ESCURRIDOR C/BASE AMERICANA SUPER,503.65,(C/U),,,
185600,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA RECEPTACULO 8 X 8 SALIDA 40,399.14,(C/U),185600,,
185610,SANITARIOS,SOPAPAS REJA DE ACERO,SOPAPA RECEPTACULO 8 X 8 A CODO,313.92,(C/U),185610,,
186100,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO MADERA FLORENCIA HER.NYLON,9863.12,(C/U),186100,,
186101,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO MADERA FLORENCIA HER.METAL,12084.04,(C/U),186100,,
186102,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO MADERA FERRUM ANDINA,14230.92,(C/U),,,
186103,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO MADERA UNIVERSAL OPTIMO,8661.8,(C/U),,,
186104,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO HDF UNIVERSAL FERRUM HERR. PP,3489.1,(C/U),,,
186105,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO HDF FERRUM BARI HERRAJE PP,3769.44,(C/U),,,
186106,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO HDF FERRUM PILAR HERR.PVC,1.14,(C/U),,,
186125,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.MONKOTO FLORENCIA,2566.16,(C/U),,,
186130,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.CAMILO FLORENCIA BLANCO,3454.4,(C/U),186130,,
186139,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.DACCORD REFORZADO,4902.28,(C/U),186139,,
186140,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.DACCORD LIVIANO,2216.06,(C/U),186140,,
186141,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.DACCORD UNIVER. OVAL,2.92,(C/U),186141,,
186142,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.DACCORD UNIVER. AZUL,1734.3,(C/U),,,
186143,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.DACCORD UNIVER. CUADRADA,4519.96,(C/U),186143,,
186150,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.DERPLA UNIVERS.INYECTADA,2796.46,(C/U),186150,,
186159,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.INYECTADO 4mm BLANCO,2900.18,(C/U),,,
186160,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.CONCORP.UNIV.4mm INYECT,3678.62,(C/U),186160,,
186161,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.CONCORP.UNIV.8mm INYECT,6820.1,(C/U),186161,,
186162,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ASIENTO INODORO PLAST.UNIVERSAL FERRUM TRAFUL,2831.14,(C/U),,,
186400,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE ASIENTO PLASTIVERSAL GOMA,222.96,(C/U),186400,,
186410,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE ASIENTO AMERICANO PVC,40.56,(C/U),186410,,
186420,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE ASIENTO ARIEL PVC MOD. ANTIGUO,43.42,(C/U),186420,,
186430,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE ASIENTO ARIEL PLASTICO,48.54,(C/U),186430,,
186440,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE TAPA ARIEL/DACOORD/PLASTIVERSA,24.54,(C/U),186440,,
186450,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE TAPA ARIEL PLASTICO,35.72,(C/U),186450,,
186460,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE ASIENTO D'ACCORD LARGO,47.62,(C/U),186460,,
186470,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE MEDIA ESFERA CHICO,17.76,(C/U),186470,,
186471,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE MEDIA ESFERA GRANDE,19.94,(C/U),186470,,
186480,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE HONGO CHICO PARA MADERA,20.8,(C/U),186480,,
186481,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE HONGO GRANDE PARA MADERA,24.96,(C/U),186480,,
186490,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE ASIENTO FERRUM PLASTICO,42.94,(C/U),186490,,
186500,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,PARAGOLPE TAPA FERRUM PLASTICO,18.96,(C/U),186500,,
186600,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,SOPORTE TAPA INODORO MADERA LIBRILLO BRONCE,8093.78,(C/U),186600,,
186610,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,SOPORTE TAPA INODORO MADERA BISAGRA BCE,5060.5,(C/U),186610,,
186611,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,SOPORTE TAPA INODORO MADERA BISAGRA NYLON,555.56,(C/U),186611,,
186620,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,ARANDELA TORNILLO DE LIBRILLO PVC,20.52,(C/U),186620,,
186630,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,TORNILLO SOPORTE INODORO LIBRILLO CROMO,900.9,(C/U),186630,,
186640,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,TUERCA SOPORTE LIBRILLO PLASTICA,4405.4,(X100),186640,,
186650,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,SOPORTE TAPA INODORO PLASTIVERSAL (JUEGO),3094.92,(C/U),186650,,
186660,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,SOPORTE TAPA INODORO ARIEL CORTO FLORENCIA,170.04,( PAR ),186660,,
186670,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,SOPORTE TAPA INODORO ARIEL LARGO PILAR 406,170.04,( PAR ),186670,,
186680,SANITARIOS,TAPAS DE INODOROS Y REPUESTOS,SOPORTE TAPA INODORO ARIEL BUTACA 414,170.04,( PAR ),186680,,
